title,date,description,source,label
"Hezbollah retaliates, strikes Israeli military sites near Lebanon border",2023-12-23,"Fighters from the Lebanese resistance movement Hezbollah have conducted retaliatory strikes against Israeli positions, targeting barracks and gathering sites near the border in response to the regime’s genocidal war in Gaza.

Lebanon’s Arabic-language al-Manar television channel, citing a Hezbollah statement released on Saturday, reported that a group of Israeli soldiers were struck at Birkat Risha outpost in the north of the occupied Palestinian territories.

A number of Israeli soldiers were also injured when Lebanese resistance fighters targeted Bayad Blida site.

Similar strikes also hit Israeli positions in Tayhat Hill and Mount Nothor.

Hezbollah launches the strikes in solidarity with the resilient Palestinian population in Gaza.

Moreover, Hezbollah fighters targeted Jal al-Alam site near the occupied Lebanese areas with heavy-caliber Burkan (Volcano) missiles.

Israel’s military said rocket fire from Lebanon had killed one of its soldiers and wounded another near the border. The soldiers were hit during “operational activity” in the Shtula area in the vicinity of southern Lebanon, the military said in a statement.

The regime has been conducting sporadic attacks on southern Lebanon since October 7.

More than 140 people have been killed on the Lebanese side of the border since then, mostly Hezbollah fighters and more than two dozen civilians, according to an AFP tally.

Israel says at least eight of its soldiers and four settlers have been killed in the area, and the Lebanese army lost a soldier.",https://www.presstv.ir/,-1
"Hezbollah targets Israeli site, tells settlers to leave",2024-03-06,"Hamas lashes out at Abbas’s ‘unilateral’ designation of new PM

CAIRO: The Islamist group Hamas on Friday criticized the “unilateral” designation by Palestinian President Mahmoud Abbas of an ally and leading business figure as prime minister with a mandate to help reform the Palestinian Authority (PA) and rebuild Gaza.

Mohammad Mustafa’s appointment comes after mounting pressure to overhaul the governing body of the occupied Palestinian territories and improve governance in the occupied West Bank where it is based.

Hamas said the decision was taken without consulting it despite recently taking part in a meeting in Moscow also attended by Abbas’ Fatah movement to end long-time divisions weakening Palestinian political aspirations.

“We express our rejection of continuing this approach that has inflicted and continues to inflict harm on our people and our national cause,” Hamas said in a statement.

“Making individual decisions and engaging in superficial and empty steps such as forming a new government without national consensus only reinforces a policy of unilateralism and deepens division.”

At a time of war with Israel, Palestinians needed a unified leadership preparing for free democratic elections involving all components of their society, it added.

In the West Bank, Fatah fired back at Hamas’ criticism of Abbas, blaming it for what had befallen Gaza since it unilaterally carried out “the Oct7 adventure.”

“Has Hamas consulted the Palestinian leadership as it is negotiating with Israel now and offering the concessions, in a bid to secure guarantees of its leaders’ personal safety in return?” said the Fatah statement.

FOREIGN DEMANDS

As president, Abbas remains by far the most powerful figure in the Palestinian Authority, but the appointment of a new government showed willingness to meet international demands for change in the administration.

Mustafa, who helped organize the reconstruction of Gaza following a previous conflict, was assigned to lead the relief and rebuilding of the area, which has been shattered by more than five months of war, and reform Palestinian Authority institutions, according to the designation letter.

He replaces former Prime Minister Mohammed Shtayyeh who, along with his government, resigned in February.

Arab and international efforts have so far failed to reconcile Hamas and Fatah, which makes up the backbone of the PA, since the Hamas 2007 take over of Gaza, a move that reduced Abbas’s authority to the Israeli-occupied West Bank.

Palestinians want both territories as the core of a future independent state.

Hamas said any attempt to exclude it from the political scene after the war was “delusional.”

In a recent warning, a security official told a Hamas-linked news website that attempts by clans or community leaders to cooperate with Israel’s plans to administer Gaza would be seen as “treason” and met with an “iron fist.”

But the group denied media reports it killed some local clan leaders in recent days for meddling with aid distribution.",https://www.arabnews.com/,-1
Netanyahu says Israel will push on with offensive in Gaza's Rafah as ceasefire talks stalled,2024-03-08,"Israel-Hamas war: Israeli Prime Minister Benjamin Netanyahu on Thursday asserted that his military will push on with its offensive against Hamas in the Gaza Strip, including in the southern city of Rafah, despite growing international pressure to stop. The statement comes as ceasefire negotiations between Israel and Hamas appear to be stalled, with both sides accusing each other of not making compromises.

Advertisement

Netanyahu has vowed to destroy Hamas after its fighters attacked southern Israel on October 7, killing 1,200 people and abducting 253, according to Israeli tallies. More than 30,000 people have been killed in Gaza during Israel's subsequent offensive, according to Palestinian health officials, prompting global condemnation and calls for an immediate ceasefire.

""Today, I want to tell you clearly: The IDF will continue to operate against all of Hamas's battalions throughout the Strip – and this includes Rafah, Hamas's last stronghold. Whoever tells us not to operate in Rafah, is telling us to lose the war – and that will not happen,"" said Netanyahu on Thursday during an event at an Israel Defence Forces (IDF) training base.

""There is international pressure and it's growing, but particularly when the international pressure rises, we must close ranks, we need to stand together against the attempts to stop the war,"" he said, adding that eliminating Hamas' rule, the return of all hostages and preventing any future threat to Israel from Gaza are key priorities. Netanyahu also said whoever is talking about not invading Rafah is telling Israel to lose the war.

Ceasefire talks between Israel, Hamas

The Israeli PM also said the country must push back against a ""calculated attempt"" to blame it for Hamas' crimes. ""It is Hamas that murdered, massacred and raped our brothers and sisters. It is Hamas that abducted our sons and daughters. It is Hamas that is perpetrating war crimes against its people and ours on a daily basis. And we are fighting these monsters in order to ensure our very existence,"" he said.

This comes after ceasefire talks between Israel and Hamas in the presence of negotiators from the US, Egypt and Qatar failed to make any breakthrough as Hamas' delegation returned from Cairo, with both warring sides blaming each other. Egyptian security sources said talks, taking place without an Israeli delegation in Cairo, would resume on Sunday, the expected start of Ramadan.

Senior US administration officials said the onus was on Hamas to complete a hostage deal and attributed the delay to what they described as Hamas so far not agreeing to release sick and elderly hostages. Senior Hamas official Sami Abu Zuhri told Reuters Israel had been ""thwarting"" efforts to conclude a ceasefire deal by rejecting Hamas' demands to end its offensive in the enclave, withdraw its forces, and ensure freedom of entry for aid and the return of displaced people.

Advertisement

Netanyahu had reiterated his intention on Thursday to press on with the military campaign in Gaza. Israel has previously said its aim is to destroy Hamas and that any ceasefire must be temporary. It has also pressed for a list of hostages still alive and held by Hamas in Gaza. ""We've made very, very clear and this has been reiterated by the US that, unfortunately, it is Hamas who is the stumbling block right now by not telling us who is alive and who they have in their custody,"" said Israeli government spokesman David Mencer.

Hamas officials have said a ceasefire must be in place before the hostages are freed, Israeli forces must leave Gaza and all Gazans must be able to return to homes they have fled. Hamas has said it can't provide a list of the hostages who are still alive without a ceasefire as the hostages are scattered across the war zone.

Advertisement

The news of the Hamas delegation leaving Cairo without an accord was met with despair in Gaza, which is in the grip of a deep humanitarian crisis after five months of war. ""I feel great disappointment and despair, fear too,"" said Abir, who along with her 12-member family has taken refuge in Rafah in the southern Gaza Strip, where more than half of the enclave's 2.3 million people are now sheltering.

US military to set up temporary aid port for Gaza

Meanwhile, US President Joe Biden has ordered the American military to set up a temporary port off the coast of Gaza, joining international partners in trying to carve out a sea route to deliver food and other aid to desperate Palestinian civilians cut off by the Hamas-Israel war and by Israeli restrictions on humanitarian access by land.

While reiterating his support for Israel, Biden used the announcement and the bright spotlight of his State of the Union speech to renew months of US calls to Israeli Prime Minister Benjamin Netanyahu to change how he conducts the war, including by allowing in more aid to Gaza and doing more to protect humanitarian workers there.

""To the leadership of Israel I say this: Humanitarian assistance cannot be a secondary consideration or a bargaining chip. Protecting and saving innocent lives has to be a priority. As we look to the future, the only real solution to this situation is a two-state solution,"" he added.

(with inputs from Reuters, AP)

ALSO READ | 'Reasonable grounds to believe' Hamas committed rape, gangrape in Israel on October 7: UN team",https://www.indiatvnews.com/,-1
Mar. 8: ‘Axis of Resistance’ operations against Israeli occupation,2024-03-09,"

By Press TV Website Staff

Amid Israel’s genocidal war on Gaza, which has killed more than 30,800 Palestinians so far, including at least 14,000 children, resistance groups in Palestine and across the region continue their operations against the Tel Aviv regime and its Western backers.

The major operations carried out by the Palestinian and regional resistance groups on Friday, March 8, are as follows:

A-Qassam Brigades’ operations on Mar. 8:

Lobbed two anti-personnel grenades from a drone at a command center of the Israeli military east of Beit Hanoun, north of the Gaza Strip.

Sniped an Israeli military officer, east of Beit Hanoun, north of the Gaza Strip.

Ambushed an Israeli infantry force inside one of the residential apartments in Hamad Town, north of Khan Younis city, southern Gaza Strip.

Mujahideen Brigades’ operations on Mar. 8:

Engaged in fierce clashes with Israeli forces and their military vehicles in Hamd town, Khan Younis city, using appropriate weapons.

Targeted a gathering of Israeli army vehicles and the deployment of its engineering soldiers with a barrage of short-range rockets, east of Jabalia, resulting in direct hits.

Al-Aqsa Brigades’ operations on Mar. 8:

Targeted an Israeli military vehicle with an RPG in the axis in Hamd City, northwest of Khan Younis city.

Shelled a gathering of Israeli soldiers and their vehicles with a barrage of 60-caliber mortar shells in the axis in Hamd City, northwest of Khan Younis city.

Carried out multiple shooting operations against Israeli military checkpoints in the northern part of the occupied West Bank.

Engaged in intense clashes with Israeli army forces, using appropriate weapons, in the axis in Hamd town, northwest of Khan Younis city.

Hezbollah’s operations on Mar. 8:

Eastern sector:

At around 15:20 local time, Israeli soldiers and vehicles east of the Al-Samaqa site in Kfar Shuba hills were targeted with missiles and artillery.

At around 15:30 local time, the Ruwaisat Al-Alam site in Kafr Shuba was targeted with missiles.

Western sector:",https://www.presstv.ir/,-1
What Is Israel’s Goal in Lebanon? Increasing Cross-Border Attacks Risk Expanding the Gaza War,2024-03-13,"This is a rush transcript. Copy may not be in its final form.

AMY GOODMAN: We begin today’s show in Lebanon, where Israel is expanding its attacks for the third day in a row, with Israeli warplanes striking deep in Lebanon amidst growing concern about a regional escalation. Today, an Israeli drone struck a car outside the Palestinian refugee camp of Rashidieh, near the southern Lebanese city of Tyre, killing both passengers. This follows a pair of Israeli airstrikes Tuesday that killed two and wounded nine in northeastern Lebanon. On Monday, Israel struck areas near the Lebanese city of Baalbek. Lebanon’s Hezbollah, which is an ally of Hamas, responded by launching a barrage of over a hundred rockets at northern Israel Tuesday in what’s been described as the heaviest attack since October 7th.

For more, we’re joined by Rami Khouri, Palestinian American journalist, senior public policy fellow at the American University of Beirut. His most recent piece for Al Jazeera is headlined “Watching the watchdogs: Biden, US media and Arab-American political power.”

Rami, welcome back to Democracy Now! We want to talk about Gaza —

RAMI KHOURI: Thank you.

AMY GOODMAN: — in a minute, but let’s begin with Lebanon and what’s happening with the attacks between Israel and Lebanon. If you can talk about the significance? Are we talking about an escalation into a regional war? What’s happening on the border, Rami?

RAMI KHOURI: Well, we are definitely witnessing an escalation. It’s been going on since the beginning of the current phase of fighting in Gaza in early October. It’s picked up a lot in the last two weeks. The Israelis have made it very clear, in public statements, openly, they want to not destroy Hezbollah, but they want to reduce its power or neutralize it as a possible military force that will threaten them, because they see Hezbollah, correctly, very closely linked to Iran, and they see Iran — I’m not so sure correctly, Israel sees Iran as its major threat in the region.

So, the Israelis keep talking about “We’ve got to do something about Hezbollah,” including they’re willing to have a war, which they expect the Americans will come in and help them on, just as the Americans are helping them do the genocide in Gaza, and now the Americans, oddly, are helping them do the humanitarian food deliveries into Gaza. So, the United States seems to be a kind of button that Israel pushes when it needs assistance in some kind of dramatic, usually illegal and often ineffective action. It pushes the Washington button, and Washington jumps up and says, “Yes, sir. What can I do?” And the Israelis expect the Americans to help them knock down Hezbollah’s power. It’s not clear that this is easily done.

And the reason Hezbollah is so strong is because it forced Israel in 2006, in the last big war in Lebanon and Israel, forced it into a ceasefire and new rules of engagement, which have generally held and still kind of hold now, because it’s sort of tit for tat: You kill one of our men, we kill one of yours; you attack a post, a military post, we attack one of yours.

But this is escalating now, and it’s not clear if Israel is really ready to or wants to actually have a full-scale war. Neither side, I think, will achieve very much, other than massive destruction in both countries. So, I remain skeptical about a full-scale war, but I’m expecting this level of tit for tat and even a higher level of assassinations, maybe hitting some infrastructure here and there — I expect that to ramp up a little bit, but not an all-out war.

JUAN GONZÁLEZ: But already the tit for tat, Rami Khouri, has led to considerable displacement. Some 90,000 people have been forced to flee southern Lebanon. And at the same time, about 80,000 Israelis have been evacuated from the northern towns and villages by the Israeli government. If a greater conflict was to break out, what would be the impact, in your assessment, throughout the Middle East?

RAMI KHOURI: That’s always difficult to predict. What we can predict — and we see it now — is that Arab governments will not risk anything in terms of helping the Palestinians or opposing the Israelis. They will issue statements, they’ll do press conferences, they’ll send some aid, but they won’t risk anything strategic or substantive in confronting Israel, while the majority of Arab people are critical of Israel, but they’re helpless. They have no power. They used to be citizens. They’ve now been transformed into basically consumers. All they can do is buy fried chicken and go to the movies, and they have no power. Arab citizens are powerless. They’re neutered beings politically. Therefore, the policies of Arab governments tend to dominate. And that’s why in the last 30 years you’ve seen the rise of these very powerful nonstate armed actors — Hezbollah and Hamas, Ansar Allah in Yemen, the Popular Mobilization Forces in Iraq and Syria and a bunch of others. And so, what we would expect to see is more military action by some of these nonstate very powerful actors against Israel, if there’s an all-out war, and the Arab countries, you know, asking for a ceasefire.

The Iranians are the big question mark. Would the Iranians get involved in a direct confrontation with Israel? My suspicion is that they probably would not want to do that, because they know that that will bring in the Americans. Now, some people argue, “Well, that’s what they want. They want the Americans to do another foolish military adventure, like Vietnam, like Afghanistan, like Iraq. They would like the Americans to do one more in Iran.”

So, these are all speculative ideas. Nobody really knows. The only thing we know for sure is that Hezbollah and Hamas, and Ansar Allah in Yemen, the Houthis, they’re ready to fight. They’re prepared to fight. Whether this is a suicidal, you know, stupid policy is up for history to tell us. But what we’ve seen so far is that they have been able to exchange fire with Israel — and the U.S., in some cases — and wake up and do it again the next day.

This is not something that we should celebrate. You know, the Middle East is a cauldron of nonstop violence, including what you mentioned, the huge amount of displaced civilians. This is painful to ordinary families. I witnessed it in Lebanon, in Palestine, in Jordan and Syria, to see the refugees that have to run around when wars happen. You know, it happened in Iraq. It happened in Kuwait, in Yemen, all over the place. And we don’t want to see another round of this.

But this is the inevitable consequence of allowing the Arab-Israeli conflict to expand for a hundred years, for a century, with direct, explicit, ongoing and expanding American and British aid and arms and political protection at the U.N. If you do that, this is what you’re going to get. So, it’s kind of insincere and rather immature and comic for American officials or British officials to say, “Look, there’s a danger of a war.” Of course there’s a danger of a bigger war, because your policies, combined with the policies of the Israelis and some of the Arabs, have brought us to this point, so that if you want to stop a future war, you address the underlying conditions. Why is there no big war in Afghanistan right now or Vietnam? It’s because the underlying conditions were removed, and therefore there’s some kind of normal situation.

JUAN GONZÁLEZ: Well, you characterize Hezbollah as a nonstate actor, but what about the relationship between Hezbollah and the Lebanese central government, for those people not familiar with Lebanese politics?

RAMI KHOURI: Hezbollah is stronger than the Lebanese government militarily. There’s no question about that. But they recognize that they are part of the Lebanese government. They’re in Parliament. They have ministers in the government, on and off. They’re not an alien force. But they expanded and became strong because the Lebanese government was unable to protect the south of Lebanon in the '60s and ’70s and ’80s, when it increasingly came under threats from Israel. When the Palestinians' guerrillas set up shop in south Lebanon at one point, that brought in Israeli reprisals. And because the Lebanese government could not protect Lebanon, Hezbollah emerged organically as the military force that both protects the south and protects all of Lebanon, in cahoots with others in the country. There’s other smaller leftist and other forces working with it. And they have a very uneasy relationship, because they are so powerful. They can spark a war, as has happened before, between Israel and Hezbollah, and the Lebanese government just can’t do anything about it. And the Lebanese people suffer, because the airport gets bombed, the electricity system stops, and terrible things happen during war.

And the Lebanese government constantly is trying to work out with Hezbollah an understanding of how they can coexist, but this is really pretty impossible to do, again, until you resolve the underlying Arab-Israeli, Palestinian-Israeli conflict. And once that is resolved, there will be no need for Hezbollah to have all these arms to protect Lebanon from Israeli attacks, because Hezbollah is not going to go and try to destroy Israel. It’s been clear that these groups, they’re critical of Israel, they trash talk it, they badmouth it, they make all these threats, but they also negotiate with it, they make prisoner exchanges, and they’ve all made it clear: If the Palestinians reach an agreement with Israel that is fair to both sides and the majority of Palestinian people support it, they will go along with it. There’s no question about that.

So, we have to constantly take our gaze away from the awful, terrible things happening now, or the potential for worse things to happen, and look back on the central, defining issue in this region. And there’s two of those issues. One of them is nonstop foreign military intervention since Napoleon, and that foreign military intervention is expanding, as we see now, especially with the Americans and the Russians and Iranians and Turks and others and British. And the other one is the Arab-Israeli conflict. These are the two biggest drivers of regional tension and warfare and instability. And those have to be addressed.",https://www.democracynow.org/,-1
Israeli Diplomats Assail Schumer's Remarks: 'Disgusted',2024-03-14,"Two current and former ambassadors blasted Thursday's speech delivered by Senate Majority Leader Chuck Schumer, with one saying the New York Democrat should be ""ashamed"" for calling for new elections in Israel to supplant Prime Minister Benjamin Netanyahu over his handling of the Gaza war.

David Friedman, U.S. ambassador to Israel under then-President Donald Trump who oversaw the move of the American embassy to Jerusalem in 2017, said he was ""disgusted"" by Schumer's speech on the Senate floor Thursday.

Current Israeli Ambassador to the U.S. Michael Herzog panned Schumer's speech as ""unhelpful"" and ""counterproductive.""

Schumer, the highest-ranking Jewish official in the U.S., said Netanyahu has ""lost his way"" and accused the prime minister of being ""too willing to tolerate the civilian toll in Gaza."" Netanyahu, he went on, ""no longer fits the needs of Israel after Oct. 7,"" when Hamas terrorists slaughtered more than 1,200 Israelis, including women, children, and infants.

""Israel is a sovereign democracy. It is unhelpful, all the more so as Israel is at war against the genocidal terror organization Hamas, to comment on the domestic political scene of a democratic ally. It is counterproductive to our common goals,"" Herzog posted to X on Thursday.

Friedman, ambassador to Israel from 2017-21, wasn't nearly as diplomatic.

""I am just disgusted by this speech. The democratically elected leader of Israel is leading his nation in the defense of a barbaric foe, deploying a successful strategy that is broadly supported by the people of Israel, and the Senate Majority Leader publicly pushes for regime change in the middle of a war! He should be ashamed. It's all about politics,"" he said in a post to X.

In a subsequent post, Friedman wrote, ""The two-state solution died on October 7, 2023, and was buried by Chuck Schumer on March 14, 2024.""

Senate Minority Leader Mitch McConnell, R-Ky., called Schumer's speech ""grotesque"" and ""unprecedented.""

""It is grotesque and hypocritical for Americans who hyperventilate about interference in our own democracy to call for the removal of the democratically elected leader of Israel,"" McConnell said in his own floor rebuttal.

House Speaker Mike Johnson, R-La., called Schumer's remarks ""highly inappropriate,"" and House Foreign Affairs Committee Chair Michael McCaul, R-Texas, said Schumer should apologize for his ""very inappropriate"" remarks.

National security communications adviser John Kirby told reporters that Schumer, who he said ""feels strongly about this,"" gave the White House advance notice of his speech. Kirby did not elaborate as to whether President Joe Biden agreed with Schumer.",https://www.newsmax.com/,-1
"Israeli PM rejects Hamas hostage deal, approves Rafah operation",2024-03-15,Open in CGTN APP for better experience,https://news.cgtn.com/,-1
Israel-Hamas War Day 162 | Hamas Rejects Appointment of Mohammad Mustafa as New Palestinian PM,2024-03-16,"Open gallery view A displaced Palestinian woman and children in Rafah on Wednesday. Credit: MOHAMMED ABED - AFP

About one in every three children under the age of two years in the Northern Gaza Strip suffers from acute malnutrition, a UNICEF report published on Friday says.

According to the report, ""Malnutrition among children is spreading fast and reaching devastating and unprecedented levels in the Gaza Strip due to the wide-reaching impacts of the war and ongoing restrictions on aid delivery.""

The report further states that at least 23 children in the Northern Gaza Strip ""have reportedly died from malnutrition and dehydration in recent weeks.""

Nutrition screenings conducted by the organization in the northern Strip in February found that ""4.5 percent of the children in shelters and health centers suffer from severe wasting, the most life-threatening form of malnutrition, which puts children at highest risk of medical complications and death.""

The report added that the prevalence of acute malnutrition among children under five years of age in norther Gaza increased from 13 percent to 25 percent.

""The speed at which this catastrophic child malnutrition crisis in Gaza has unfolded is shocking, especially when desperately needed assistance has been at the ready just a few miles away,"" said Catherine Russell, UNICEF Executive Director.

""We have repeatedly attempted to deliver additional aid, and we have repeatedly called for the access challenges we have faced for months to be addressed,"" she added. ""Instead…our efforts in providing life-saving aid are being hampered by unnecessary restrictions, and those are costing children their lives.""

""An immediate humanitarian cease-fire continues to provide the only chance to save children's lives and end their suffering. We also need multiple land border crossings that allow aid to be reliably delivered at scale, including the northern Gaza, along with the security assurances and unimpeded passage needed to distribute that aid, without delays or access impediments,"" she added.",https://www.haaretz.com/,-1
Israeli defense chief to visit Washington as tensions rise over Gaza war,2024-03-24,"Israeli Defense Minister Yoav Gallant is heading to Washington on Sunday, at a time of increasingly strained relations with his country’s main military backer and ally, as Israel continues to defy U.S. calls to reduce the suffering in Gaza. He is set to meet with Defense Secretary Lloyd Austin, Secretary of State Antony Blinken, national security adviser Jake Sullivan and other senior officials, the Israeli government said in a statement.

Gallant’s visit, which the Israeli government said was at Austin’s invitation, comes after Blinken and Israeli leaders confronted one another over the trajectory of the war on Friday. On a trip to Tel Aviv, the top U.S. diplomat called on Israel not to invade the crowded city of Rafah, in southern Gaza, where nearly 1.5 million displaced Palestinians are sheltering, warning that “it risks further isolating Israel around the world and jeopardizing its long-term security.”

Advertisement

A separate Israeli delegation including Minister for Strategic Affairs Ron Dermer and the head of the National Security Council, Tzachi Hanegbi, will also leave for Washington on Sunday, an Israeli official told The Washington Post, speaking on the condition of anonymity because the schedule has not been made public.

The visit was requested by President Biden so officials could “hear U.S. concerns about Israel’s current Rafah planning and to lay out an alternative approach,” Sullivan told reporters last week.

On Sunday, Vice President Harris told ABC’s “This Week” that any military operation in Rafah “would be a huge mistake,” adding that the Biden administration had made that point clear “in multiple conversations and in every way.”

Israel has proposed moving displaced families in Rafah to “humanitarian islands” in other parts of the enclave. Harris said she had studied the maps and “there is nowhere for those people to go.” Asked whether there would be “consequences” from the United States for an Israeli operation in Rafah, she said, “I am ruling out nothing.”

Advertisement

Israeli Prime Minister Benjamin Netanyahu, addressing the nation late Sunday on the Jewish holiday of Purim, said: “It is impossible to defeat the sheer evil [of Hamas] by leaving it intact in Rafah. … We will enter Rafah and achieve total victory.”

Share this article Share

Meanwhile, heavy fighting continued in other parts of southern Gaza on Sunday. The Israel Defense Forces and the Shin Bet, Israel’s military intelligence agency, launched an operation in the al-Amal neighborhood in Khan Younis, the IDF said in a statement. The operation involved airstrikes on about 40 targets, including military compounds and underground tunnels, the statement said. The IDF said its troops were “encircling the area and continuing to eliminate” militants.

Israeli forces were also operating in northern Khan Younis, in the al-Qarara area, the IDF said, saying troops killed militants with tanks and conducted airstrikes targeting facilities that it said were used by Hamas for weapons storage. The Post could not independently verify the reports.

Advertisement

Fighting was also reported near health facilities in Khan Younis. The Palestine Red Crescent Society said Sunday that Israeli forces were “besieging” al-Amal Hospital.

The organization said Israeli forces were using bulldozers and smoke bombs around the hospital while demanding via drones that everyone inside evacuate. Earlier, the PRCS said one of its emergency services volunteers was killed “at dawn” by Israeli gunfire; before his death, the group said, the volunteer had reported “intense and continuous shelling” around the facility, as well as “continuous gunfire.”

The Post could not independently verify the claims. The IDF said it was not currently operating in hospitals in the al-Amal area and called on Hamas to “cease using hospitals” and other civilian infrastructure as shields. Gaza’s Health Ministry did not immediately respond to requests for comment.

Advertisement

In Gaza City, Israel said its raid of al-Shifa Hospital continued Sunday. The nearly week-long military operation has prompted alarm from global health officials and increasingly desperate appeals from patients and displaced residents trapped in the medical complex. Health services at al-Shifa, once Gaza’s largest and best-equipped hospital, were only recently restored to minimal levels, the World Health Organization said, after an Israeli attack on the facility in November. The Israeli military said its forces have apprehended 480 suspects in the latest raid and have “located weapons” and stockpiles of cash in the hospital.

Here’s what to know

Israel told the United Nations it will no longer approve U.N. Relief and Works Agency food convoys to the north, said Philippe Lazzarini, the head of the U.N. agency for Palestinian refugees. “This is outrageous & makes it intentional to obstruct lifesaving assistance during a man made famine,” he wrote on X. Israel has the enclave faces an imminent the head of the U.N. agency for Palestinian refugees. “This is outrageous & makes it intentional to obstruct lifesaving assistance during a man made famine,” he wrote on X. Israel has denied restricting aid to Gaza. World Health Organization chief Tedros Adhanom Ghebreyesus said the decision amounted to “denying starving people the ability to survive,” and called on it to be “urgently” reversed amid warningsthe enclave faces an imminent famine

U.N. Secretary General António Guterres visited Egypt's border with Gaza on March 23 as Israel pledges to send forces near the border. (Video: Egyptian Government via Reuters)

More than a dozen Democratic senators are calling on the Biden administration to reject Israel’s claim that it has not been violating international law by restricting humanitarian aid to Gaza. Israel sent assurances last week that its usage of U.S.-supplied weapons employed in Gaza had not violated international or U.S. laws. The State Department is working to assess whether Israel’s assurances are “credible and reliable.”

U.N. Secretary General António Guterres reiterated pleas for a cease-fire during a visit to the Rafah border crossing between Egypt and Gaza on Saturday. “I want Palestinians in Gaza to know: You are not alone,” Guterres during a visit to the Rafah border crossing between Egypt and Gaza on Saturday. “I want Palestinians in Gaza to know: You are not alone,” Guterres told reporters . On Friday, Russia and China vetoed a U.S.-sponsored resolution at the U.N. Security Council that set out the “imperative of an immediate and sustained ceasefire” in Gaza.

At least 32,226 people have been killed and 74,518 injured in Gaza since the war began, according to the since the war began, according to the Gaza Health Ministry , which does not distinguish between civilians and combatants. Israel estimates that about 1,200 people were killed in Hamas’s Oct. 7 attack and says 252 soldiers have been killed since the start of its military operation in Gaza.",https://www.washingtonpost.com/,-1
Israel bans UNRWA from delivering aid to northern Gaza,2024-03-25,"Displaced Palestinians receive flour bags at the United Nations Relief and Works Agency for Palestine Refugees school in Rafah in the southern Gaza Strip on Jan. 28. On Sunday, the United Nations announced that it had been informed by Israel that UNRWA would no longer be permitted to deliver aid to northern Gaza. File Photo by Ismael Mohamad/UPI | License Photo

March 25 (UPI) -- The United Nations said Sunday that Israel is banning its relief agency from delivering humanitarian aid to northern Gaza, which is under the gravest threat of famine of the entire Palestinian enclave. Gaza, and in particular northern Gaza, is on the brink of famine and the ban comes as the United Nations continues to ply pressure on Israel to do more to allow the free flow of humanitarian aid to Palestinians. Advertisement

Philippe Lazzarini, commissioner general of UNRWA, announced the ban on X, stating by preventing them from fulfilling their mandate in Gaza ""the clock will tick faster towards famine & many more will die of hunger, dehydration + lack of shelter.""

""This is outrageous & makes it intentional to obstruct lifesaving assistance during a man-made famine,"" he said. ""These restrictions must be lifted.""

UNRWA is the largest relief agency operating in Gaza, and employees some 13,000 staff there. Along with supplying aid to Gaza, it runs more than 20 health centers, hundreds of schools and refugee camps in the enclave.

Advertisement

Though no reason for the ban was given, Israel has accused 12 UNRWA staff of having participated in Hamas' Oct. 7 attack on the Middle Eastern country that killed 1,200 Israelis and ignited the months-long war.

UNRWA responded by firing 10 of the 12 named, as the two others were already dead, and launching an investigation into the allegations.

The ban also comes after two UNRWA food convoys were denied entry to northern Gaza in the past week, and it has been unable to deliver food to the region in nearly two months.

Israel's Coordination of Government Activities in the Territories, better known as COGAT, responded to UNRWA's complaints over its food being turned back by accusing it on X of failing to live up to its mandate and being ""deeply involved with a terrorist organization.""

As the ban was announced, U.N. chief Antonio Guterres was calling for Gaza to be flooded with humanitarian aid and criticizing Israel for hindering relief from entering the Palestinian enclave.

Guterres made the remarks during a solidarity mission to Egypt to mark the Islamic holy month of Ramadan.

He said Sunday that ""Palestinians in Gaza desperately need what has been promised -- a flood of aid. Not trickles. Not drops,"" and that to facilitate this ""requires Israel removing the remaining obstacles and chokepoints to relief.""

Advertisement

""It requires more crossings and and access points,"" he said. ""It requires an exponential increase in commercial goods. And, I repeat, it requires an immediate humanitarian ceasefire.""

Aid to the dependent Gaza was halted by Israel with the start of the war, and it took more than two weeks for the first convoy of trucks to enter the enclave.

Since then, an average of 126 good trucks have entered Gaza daily, according to COGAT.

Prior to the war, some 500 trucks would enter daily.

Meanwhile, trucks queue outside the Rafah border crossing with Egypt, the main way aid can enter Gaza.

COGAT has blamed the United Nations and its relief networks for their failure to distribute the aid, while the United Nations has been pointing its finger at Israel.

Guterres visited the Rafah border crossing in Egypt over the weekend. There, he saw ""a long line of blocked relief trucks, while in Gaza there was ""the long shadow of starvation,"" he told reporters Saturday.

""That is more than tragic. It is a moral outrage.""",https://www.upi.com/,-1
